CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,TechSupport,Churn
CUST1626,Female,65,69,29.41,2012.75,Two year,Electronic check,DSL,No internet service,No
CUST1627,Male,62,18,46.69,882.31,Month-to-month,Credit card,No,Yes,Yes
CUST1628,Female,58,33,118.59,3908.91,One year,Credit card,Fiber optic,Yes,No
CUST1629,Female,54,66,25.46,1655.33,Two year,Credit card,Fiber optic,Yes,No
CUST1630,Male,74,23,68.73,1592.62,One year,Mailed check,Fiber optic,Yes,No
CUST1631,Male,34,3,70.17,176.89,One year,Electronic check,DSL,Yes,No
CUST1632,Male,65,30,98.38,2988.99,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1633,Male,35,63,68.71,4333.62,One year,Electronic check,No,Yes,No
CUST1634,Male,31,30,64.51,1970.68,Two year,Credit card,No,No,No
CUST1635,Male,33,50,87.45,4395.7,Month-to-month,Electronic check,DSL,Yes,No
CUST1636,Female,41,70,48.31,3393.66,Two year,Electronic check,DSL,No internet service,No
CUST1637,Male,56,38,93.53,3506.17,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1638,Female,20,32,36.19,1207.23,Month-to-month,Mailed check,No,No,No
CUST1639,Female,30,26,91.03,2355.76,One year,Credit card,Fiber optic,No internet service,Yes
CUST1640,Female,56,20,32.03,636.95,Month-to-month,Electronic check,DSL,No,Yes
CUST1641,Female,38,35,32.45,1129.11,Month-to-month,Electronic check,DSL,No internet service,Yes
CUST1642,Male,36,3,25.94,40.13,Month-to-month,Electronic check,No,No,No
CUST1643,Female,33,70,96.44,6715.3,One year,Credit card,Fiber optic,No internet service,No
CUST1644,Female,45,67,107.17,7195.98,Month-to-month,Bank transfer,Fiber optic,No,Yes
CUST1645,Male,22,50,116.72,5818.34,One year,Bank transfer,Fiber optic,Yes,Yes
CUST1646,Female,25,30,84.36,2518.69,Two year,Mailed check,Fiber optic,No internet service,No
CUST1647,Male,32,68,30.82,2056.57,One year,Bank transfer,Fiber optic,No,No
CUST1648,Male,71,60,40.68,2397.0,Month-to-month,Electronic check,No,No internet service,No
CUST1649,Female,26,14,20.98,291.27,Two year,Electronic check,Fiber optic,No internet service,No
CUST1650,Male,35,66,82.59,5452.97,Month-to-month,Electronic check,DSL,No,Yes
CUST1651,Male,37,48,43.22,2044.79,One year,Mailed check,Fiber optic,No internet service,No
CUST1652,Male,53,21,105.37,2228.65,Month-to-month,Mailed check,No,Yes,No
CUST1653,Male,62,39,114.01,4487.22,Two year,Credit card,Fiber optic,No,No
CUST1654,Male,61,63,35.77,2256.32,Month-to-month,Mailed check,DSL,No,No
CUST1655,Female,43,39,55.19,2154.87,One year,Electronic check,No,No internet service,No
CUST1656,Female,19,45,107.95,4807.93,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1657,Male,55,8,95.36,758.46,One year,Credit card,Fiber optic,No internet service,No
CUST1658,Female,23,60,45.02,2744.93,Two year,Electronic check,DSL,No,No
CUST1659,Male,20,69,22.36,1495.52,Month-to-month,Bank transfer,No,No internet service,No
CUST1660,Female,38,24,93.42,2218.29,Two year,Credit card,DSL,Yes,No
CUST1661,Female,40,22,63.27,1369.74,Month-to-month,Mailed check,Fiber optic,No,Yes
CUST1662,Female,43,62,110.93,6909.4,Month-to-month,Mailed check,DSL,No,Yes
CUST1663,Female,66,52,76.91,3984.2,Month-to-month,Electronic check,Fiber optic,No internet service,No
CUST1664,Female,39,20,76.28,1498.16,Two year,Bank transfer,No,Yes,No
CUST1665,Male,37,38,116.68,4391.63,One year,Credit card,No,Yes,No
CUST1666,Male,62,15,49.77,697.67,Month-to-month,Bank transfer,Fiber optic,Yes,No
CUST1667,Female,47,1,64.13,64.01,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes
CUST1668,Male,49,57,118.18,6763.58,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1669,Male,65,1,42.66,82.45,Month-to-month,Credit card,Fiber optic,No,Yes
CUST1670,Female,19,4,110.07,430.56,Two year,Credit card,DSL,No,Yes
CUST1671,Male,65,50,40.07,1983.61,Two year,Electronic check,DSL,No,No
CUST1672,Male,57,30,66.41,1960.04,One year,Bank transfer,DSL,No internet service,No
CUST1673,Female,56,17,98.04,1639.49,Two year,Credit card,Fiber optic,No,Yes
CUST1674,Female,55,7,62.78,399.96,Two year,Credit card,No,No,No
CUST1675,Female,47,27,63.69,1752.0,Two year,Mailed check,Fiber optic,Yes,No
CUST1676,Male,49,41,96.98,4013.86,Month-to-month,Bank transfer,DSL,Yes,Yes
CUST1677,Male,44,23,76.75,1796.3,Two year,Credit card,No,No internet service,No
CUST1678,Female,29,48,61.55,2972.39,Two year,Bank transfer,Fiber optic,No,No
CUST1679,Male,63,30,81.22,2438.09,Two year,Bank transfer,No,Yes,Yes
CUST1680,Female,40,62,102.58,6323.25,Two year,Credit card,DSL,No internet service,No
CUST1681,Male,32,65,52.49,3428.31,Month-to-month,Credit card,Fiber optic,No internet service,Yes
CUST1682,Male,52,26,38.75,1055.46,One year,Mailed check,Fiber optic,Yes,No
CUST1683,Male,58,47,117.89,5510.74,Month-to-month,Credit card,Fiber optic,No internet service,Yes
CUST1684,Female,67,61,85.82,5251.65,Month-to-month,Electronic check,No,No internet service,No
CUST1685,Female,60,9,40.97,399.95,Two year,Mailed check,Fiber optic,No internet service,No
CUST1686,Female,20,20,57.46,1195.57,Month-to-month,Electronic check,No,No internet service,No
CUST1687,Female,32,42,28.48,1206.62,Month-to-month,Credit card,No,Yes,Yes
CUST1688,Male,22,28,62.22,1752.19,Month-to-month,Credit card,DSL,No,Yes
CUST1689,Female,45,56,21.99,1248.29,Month-to-month,Credit card,DSL,No,No
CUST1690,Male,57,18,119.28,2129.57,Two year,Mailed check,No,No internet service,No
CUST1691,Female,27,26,118.44,3077.78,One year,Credit card,Fiber optic,Yes,No
CUST1692,Male,63,33,72.11,2344.68,Month-to-month,Electronic check,No,No internet service,No
CUST1693,Male,39,61,31.91,1916.04,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
CUST1694,Male,20,64,45.51,2892.77,Month-to-month,Credit card,No,No internet service,No
CUST1695,Female,67,53,84.01,4433.26,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1696,Male,56,69,85.81,5952.48,One year,Electronic check,DSL,No,No
CUST1697,Female,55,70,36.92,2538.42,One year,Mailed check,DSL,Yes,No
CUST1698,Female,53,68,72.74,4940.48,Two year,Mailed check,DSL,Yes,No
CUST1699,Female,61,25,85.09,2130.34,Month-to-month,Mailed check,DSL,No,Yes
CUST1700,Male,19,28,32.27,925.28,One year,Credit card,No,No,No
CUST1701,Male,71,71,59.74,4195.54,Two year,Bank transfer,DSL,Yes,No
CUST1702,Female,74,56,90.3,5075.49,Month-to-month,Credit card,No,Yes,Yes
CUST1703,Male,42,68,65.5,4481.66,Month-to-month,Mailed check,Fiber optic,No,No
CUST1704,Female,55,5,29.44,147.41,Two year,Mailed check,DSL,No internet service,No
CUST1705,Male,47,45,106.47,4789.62,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1706,Female,23,12,29.28,367.79,Month-to-month,Credit card,Fiber optic,No internet service,No
CUST1707,Female,32,17,88.69,1540.51,Month-to-month,Mailed check,No,Yes,Yes
CUST1708,Female,38,49,37.37,1867.17,Month-to-month,Bank transfer,DSL,No internet service,No
CUST1709,Female,37,38,72.97,2800.38,Month-to-month,Electronic check,DSL,No,No
CUST1710,Male,30,53,59.54,3175.18,Month-to-month,Mailed check,Fiber optic,No,No
CUST1711,Female,28,27,101.74,2707.89,Month-to-month,Electronic check,No,Yes,Yes
CUST1712,Male,21,50,33.52,1635.68,One year,Mailed check,No,No internet service,No
CUST1713,Male,70,16,94.21,1522.4,One year,Bank transfer,DSL,Yes,No
CUST1714,Male,51,51,45.04,2306.17,Two year,Electronic check,DSL,No,No
CUST1715,Female,31,38,41.73,1607.05,One year,Mailed check,DSL,No,Yes
CUST1716,Male,55,11,94.11,1050.42,Month-to-month,Mailed check,Fiber optic,No internet service,Yes
CUST1717,Female,29,14,61.79,895.06,Month-to-month,Mailed check,No,Yes,No
CUST1718,Male,31,25,119.58,2997.35,Two year,Credit card,DSL,No,No
CUST1719,Female,73,4,102.88,460.46,Two year,Credit card,No,No internet service,No
CUST1720,Female,31,37,66.73,2427.8,Two year,Credit card,DSL,Yes,No
CUST1721,Male,42,42,45.63,1937.71,Month-to-month,Electronic check,DSL,No,No
CUST1722,Male,36,18,65.04,1132.11,Month-to-month,Mailed check,DSL,No internet service,No
CUST1723,Female,74,11,22.94,279.53,Month-to-month,Mailed check,No,No internet service,Yes
CUST1724,Male,35,32,100.41,3201.74,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1725,Male,72,55,24.45,1392.0,One year,Credit card,Fiber optic,No,No
CUST1726,Female,66,17,29.16,524.26,One year,Electronic check,No,Yes,No
CUST1727,Female,29,14,58.74,849.8,One year,Bank transfer,Fiber optic,No,No
CUST1728,Female,20,70,44.38,3117.95,Month-to-month,Credit card,Fiber optic,Yes,Yes
CUST1729,Female,54,68,94.65,6472.05,Month-to-month,Credit card,Fiber optic,No internet service,Yes
CUST1730,Female,71,55,53.84,2949.16,One year,Electronic check,Fiber optic,No internet service,No
CUST1731,Male,26,65,110.09,7186.32,Two year,Credit card,DSL,No,No
CUST1732,Male,46,43,107.03,4609.02,One year,Bank transfer,Fiber optic,No internet service,No
CUST1733,Female,45,46,87.97,4090.95,One year,Mailed check,Fiber optic,No,No
CUST1734,Female,70,29,65.88,1948.86,One year,Credit card,DSL,Yes,Yes
CUST1735,Female,39,53,60.73,3195.05,One year,Credit card,DSL,Yes,No
CUST1736,Male,18,49,80.27,3893.19,One year,Mailed check,Fiber optic,No internet service,No
CUST1737,Female,29,61,58.61,3601.26,One year,Credit card,No,No,No
CUST1738,Male,21,64,102.3,6538.48,Month-to-month,Mailed check,No,No internet service,Yes
CUST1739,Female,41,59,90.95,5341.77,Month-to-month,Electronic check,Fiber optic,No internet service,Yes
CUST1740,Female,20,44,106.6,4670.08,One year,Bank transfer,DSL,No,No
CUST1741,Male,23,9,21.45,168.23,Month-to-month,Bank transfer,No,Yes,No
CUST1742,Male,18,42,50.41,2129.08,Month-to-month,Mailed check,Fiber optic,Yes,Yes
CUST1743,Male,34,26,22.27,575.64,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1744,Male,20,31,115.31,3527.61,Month-to-month,Mailed check,DSL,No internet service,Yes
CUST1745,Male,68,53,110.24,5880.95,Two year,Electronic check,Fiber optic,No,No
CUST1746,Female,20,53,57.95,3035.44,One year,Mailed check,DSL,Yes,No
CUST1747,Male,73,22,77.48,1656.95,One year,Credit card,No,No,No
CUST1748,Male,26,63,106.16,6661.2,Two year,Credit card,DSL,No,No
CUST1749,Female,35,69,72.93,5053.04,One year,Electronic check,No,No internet service,No
CUST1750,Male,50,49,70.91,3448.09,Two year,Bank transfer,Fiber optic,No internet service,No
CUST1751,Male,60,10,114.8,1170.93,Month-to-month,Credit card,Fiber optic,No,No
CUST1752,Male,43,57,30.65,1764.85,Month-to-month,Mailed check,No,No,Yes
CUST1753,Male,73,54,117.76,6326.9,One year,Mailed check,DSL,No,Yes
CUST1754,Female,39,70,77.62,5389.8,Two year,Electronic check,No,No,No
CUST1755,Female,74,44,111.44,4909.19,Month-to-month,Bank transfer,DSL,No internet service,No
CUST1756,Female,18,49,117.23,5703.92,Month-to-month,Electronic check,DSL,No,No
CUST1757,Female,36,20,108.12,2117.19,Month-to-month,Electronic check,DSL,No internet service,No
CUST1758,Male,23,2,101.12,158.59,Two year,Electronic check,Fiber optic,No,Yes
CUST1759,Male,43,24,93.12,2261.96,Month-to-month,Electronic check,DSL,No internet service,Yes
CUST1760,Male,38,10,105.22,1072.04,One year,Bank transfer,DSL,Yes,No
CUST1761,Female,22,32,51.32,1636.0,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
CUST1762,Female,35,66,32.44,2185.96,Month-to-month,Mailed check,DSL,Yes,No
CUST1763,Male,62,5,23.87,129.69,One year,Mailed check,Fiber optic,No,No
CUST1764,Female,32,60,71.17,4275.39,Month-to-month,Credit card,DSL,No,Yes
CUST1765,Male,37,13,39.44,521.16,One year,Mailed check,Fiber optic,Yes,No
CUST1766,Male,65,59,102.45,6078.14,One year,Credit card,Fiber optic,Yes,No
CUST1767,Male,71,46,48.05,2213.28,Month-to-month,Credit card,DSL,No internet service,No
CUST1768,Male,45,25,59.45,1445.48,One year,Mailed check,DSL,Yes,No
CUST1769,Female,74,56,46.75,2663.51,Month-to-month,Electronic check,Fiber optic,No,No
CUST1770,Male,54,20,39.86,797.15,Month-to-month,Electronic check,No,No internet service,Yes
CUST1771,Male,68,37,107.82,4034.82,Two year,Bank transfer,Fiber optic,No,No
CUST1772,Male,26,31,70.41,2154.82,Month-to-month,Electronic check,DSL,No,No
CUST1773,Male,43,6,77.02,495.8,Month-to-month,Credit card,Fiber optic,No internet service,No
CUST1774,Male,37,15,80.14,1160.45,Month-to-month,Bank transfer,DSL,Yes,No
CUST1775,Female,60,71,83.69,5911.45,Month-to-month,Bank transfer,DSL,No,Yes
CUST1776,Female,24,38,71.67,2758.34,Month-to-month,Mailed check,DSL,No internet service,No
CUST1777,Male,68,3,28.96,70.51,One year,Credit card,DSL,No internet service,No
CUST1778,Male,26,47,58.36,2721.77,One year,Credit card,No,No internet service,Yes
CUST1779,Male,50,18,29.18,491.49,Month-to-month,Credit card,DSL,No,Yes
CUST1780,Male,39,12,114.52,1392.56,Two year,Mailed check,DSL,No internet service,No
CUST1781,Female,18,49,110.93,5417.64,Two year,Credit card,Fiber optic,No internet service,No
CUST1782,Female,25,4,61.6,205.06,One year,Bank transfer,Fiber optic,No internet service,No
CUST1783,Male,67,18,90.37,1594.66,Month-to-month,Bank transfer,Fiber optic,Yes,No
CUST1784,Female,72,21,53.57,1128.79,Month-to-month,Electronic check,Fiber optic,No,No
CUST1785,Male,51,14,73.99,1010.87,Month-to-month,Mailed check,No,No internet service,Yes
CUST1786,Male,65,53,44.71,2362.83,One year,Bank transfer,DSL,No internet service,No
CUST1787,Male,56,67,91.77,6193.59,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1788,Female,42,23,29.03,626.89,Two year,Electronic check,Fiber optic,No,No
CUST1789,Male,50,15,93.65,1382.35,Month-to-month,Bank transfer,DSL,No,Yes
CUST1790,Female,26,37,36.49,1364.97,Two year,Bank transfer,Fiber optic,No,Yes
CUST1791,Male,73,70,52.69,3727.49,Month-to-month,Mailed check,Fiber optic,No internet service,Yes
CUST1792,Female,61,39,58.49,2295.34,One year,Electronic check,No,No,No
CUST1793,Male,61,61,57.58,3509.66,Month-to-month,Credit card,DSL,No,No
CUST1794,Male,66,8,58.08,433.34,Month-to-month,Mailed check,No,No,Yes
CUST1795,Female,34,17,86.01,1448.06,Month-to-month,Bank transfer,DSL,Yes,No
CUST1796,Female,74,28,66.11,1895.06,Month-to-month,Bank transfer,Fiber optic,No internet service,No
CUST1797,Male,28,63,61.81,3868.03,Month-to-month,Credit card,Fiber optic,Yes,No
CUST1798,Female,36,17,109.25,1893.46,Two year,Electronic check,No,Yes,No
CUST1799,Male,39,69,111.96,7756.48,Month-to-month,Electronic check,DSL,No internet service,No
